pairID	nwk1	nwk2	class1	class2	class_pair	sum_overlap	TreeDistance	NyeSimilarity	MatchingSplitDistance	KendallColijn	MASTSize	year	year2	order	rank	sum_loci	morph_chars	rank_numeric	loci_diff	exact_prop	prop_overlap	class.pair2
pairID590	CaiTihelka2022Coleoptera.nwk	GimmelBocakova2019Cleroidea.nwk	O	G	GO	27	0.307489552531061	18.4663322185061	36	16.2788205960997	16	2022	2019	Coleoptera	superfamily	72	0	4	64	0.222222222222222	0.554385964912281	NA
pairID591	CaiTihelka2022Coleoptera.nwk	GunterLeavengood2013Cleridae.nwk	O	G	GO	13	0.310848180794474	7.7	15	20.2731349327133	8	2022	2013	Coleoptera	superfamily	72	0	4	64	0.461538461538462	0.710112359550562	NA
pairID592	CaiTihelka2022Coleoptera.nwk	GunterLevkanicova2014Tenebrionoidea.nwk	O	G	GO	24	0.448776095286855	13.6332722832723	54	29.3768616431368	11	2022	2014	Coleoptera	superfamily	74	0	4	62	0.708333333333333	0.661087866108787	NA
pairID593	CaiTihelka2022Coleoptera.nwk	HuntBergsten2007Coleoptera.nwk	O	G	GO	172	0.373879597729722	111.194613931427	623	269.588575425592	66	2022	2007	Coleoptera	suborder	71	0	5	65	0.209302325581395	0.179443498012493	NA
pairID594	CaiTihelka2022Coleoptera.nwk	KergoatSoldati2014Tenebrionidae.nwk	O	G	GO	33	0.316130341235389	23.3837749287749	59	26.7394839142419	23	2022	2014	Coleoptera	infraorder	76	0	5	60	0.181818181818182	0.495297805642633	NA
pairID595	CaiTihelka2022Coleoptera.nwk	Kundrata2016Elateriformia.nwk	O	G	GO	35	0.41011462685002	20.3043650793651	78	36.2353418639869	15	2022	2016	Coleoptera	infraorder	72	0	5	64	0.314285714285714	0.565295169946333	NA
pairID596	CaiTihelka2022Coleoptera.nwk	KundrataBocak2011Elateridae.nwk	O	G	GO	22	0.560349836156893	10.4874458874459	57	22.3383079036887	9	2022	2011	Coleoptera	superfamily	72	0	4	64	0.363636363636364	0.776412776412776	NA
pairID597	CaiTihelka2022Coleoptera.nwk	KundrataBocakova2013Elateroidea.nwk	O	G	GO	30	0.468330544511394	15.3121212121212	74	26.4952825989835	14	2022	2013	Coleoptera	infraorder	72	0	5	64	0.333333333333333	0.75779376498801	NA
pairID598	CaiTihelka2022Coleoptera.nwk	LiMoritz2024Tenebrionidae.nwk	O	O	OO	12	0.233551583465734	7.25	7	4.24264068711928	10	2022	2024	Coleoptera	family	624	0	3	-488	0.666666666666667	0.624505928853755	NA
pairID599	CaiTihelka2022Coleoptera.nwk	MckennaFarrell2015Staphyliniformia.nwk	O	G	GO	19	0.190560824377301	10.0277777777778	12	5.19615242270663	12	2022	2015	Coleoptera	infraorder	70	0	5	66	0.842105263157895	0.603053435114504	NA
pairID600	CaiTihelka2022Coleoptera.nwk	MckennaWild2015Coleoptera.nwk	O	G	GO	138	0.242070071104469	102.705384729649	322	277.962227649729	58	2022	2015	Coleoptera	order	76	0	6	60	0.543478260869565	0.53109243697479	NA
pairID601	CaiTihelka2022Coleoptera.nwk	MotykaKusy2023Elateridae.nwk	O	O	OO	9	0	6	0	6.6332495807108	7	2022	2023	Coleoptera	superfamily	134	0	4	2	0.888888888888889	0.946107784431138	NA
pairID602	CaiTihelka2022Coleoptera.nwk	RobertsonSlipinski2015Cucujoidea.nwk	O	G	GO	73	0.205260582967389	56.1292885335103	109	84.0119039184329	36	2022	2015	Coleoptera	infraorder	76	0	5	60	0.315068493150685	0.545768566493955	NA
pairID603	CaiTihelka2022Coleoptera.nwk	RobertsonWhiting2008Cucujoidea.nwk	O	G	GO	23	0.403970116531304	12.4998168498169	45	27.4408454680245	11	2022	2008	Coleoptera	infraorder	70	0	5	66	0.478260869565217	0.870523415977961	NA
pairID604	CaiTihelka2022Coleoptera.nwk	TomaszewskaSzawaryn2023Coccinelloidea.nwk	O	G	GO	20	0.258917223989007	12.9833333333333	21	9.53939201416946	14	2022	2023	Coleoptera	superfamily	76	0	4	60	0.4	0.683982683982684	NA
pairID605	CaiTihelka2022Coleoptera.nwk	ZhangChe2018Coleoptera.nwk	O	O	OO	308	0.0933791481393431	282.113554677188	415	298.409115142282	205	2022	2018	Coleoptera	superorder	163	0	7	-27	1	0.990595611285266	NA
pairID606	CaiWang2019Staphylininae.nwk	Chatzimanolis2014Xanthopygina.nwk	G	G	GG	16	0.25259787648224	10.7965367965368	18	9.74679434480896	11	2019	2014	Coleoptera	subfamily	12	0	3	0	0.9375	0.850574712643678	NA
pairID607	CaiWang2019Staphylininae.nwk	LinardVogler2018.nwk	G	M	GM	14	0.268285625574083	8.16666666666667	12	9.69535971483266	10	2019	2018	Coleoptera	family	22	0	3	-10	0.785714285714286	0.00702353834472285	NA
pairID608	CaiWang2019Staphylininae.nwk	RamirezSalamanca2023Philonthina.nwk	G	G	GG	34	0.171750888992629	26.0970418470418	32	22.293496809608	24	2019	2023	Coleoptera	subfamily	12	0	3	0	0.852941176470588	0.44578313253012	NA
pairID610	CaiWang2019Staphylininae.nwk	ZylaSolodovnikov2020Staphylininae.nwk	G	G	GG	32	0.207599173078985	24.3958053440812	44	50.9901951359278	22	2019	2020	Coleoptera	family	12	0	3	0	0.875	0.718446601941748	NA
pairID612	CameronLambkin2007Diptera.nwk	CastroDowton2007Endopterygota.nwk	M	M	MM	14	0	11	0	7.34846922834953	12	2007	2007	Other	superorder	26	0	7	0	0.785714285714286	0.764705882352941	NA
pairID614	CameronLambkin2007Diptera.nwk	Kaltenpoth2012Endopterygota.nwk	M	M	MM	17	0.141281970919708	12.7333333333333	9	12.5698050899765	10	2007	2012	Other	superorder	30	0	7	-4	0.705882352941177	0.257425742574257	NA
pairID616	CaoWang2021Plecoptera.nwk	ChenZhao2018Systellognatha.nwk	M	M	MM	13	0	10	0	0	13	2021	2018	Polyneoptera	order	26	0	6	0	1	0.980392156862745	NA
pairID617	CaoWang2021Plecoptera.nwk	DingLi2019Plecoptera.nwk	M	M	MM	23	0.0694225188799637	18.8611111111111	9	5.8309518948453	22	2021	2019	Polyneoptera	subclass	26	0	NA	0	0.956521739130435	0.961538461538462	NA
pairID618	CaoWang2021Plecoptera.nwk	LetschSimon2021Plecoptera.nwk	M	O	MO	28	0.168610535123961	21.6964285714286	25	11.6189500386223	22	2021	2021	Polyneoptera	order	3010	0	6	-2984	0.5	0.101214574898785	NA
pairID619	CaoWang2021Plecoptera.nwk	WangCao2022Peltoperlidae.nwk	M	M	MM	20	0	17	0	0	20	2021	2022	Polyneoptera	order	26	0	6	0	0.95	0.757575757575758	NA
pairID620	CaoWang2021Plecoptera.nwk	WangCao2022Systellognatha.nwk	M	M	MM	20	0	17	0	0	20	2021	2022	Polyneoptera	order	26	0	6	0	0.9	0.72463768115942	NA
pairID621	CaoWang2021Plecoptera.nwk	WangYang2025Plecoptera.nwk	M	M	MM	33	0.134032773625867	27.325	29	14.2828568570857	29	2021	2025	Polyneoptera	order	28	0	6	-2	0.909090909090909	0.442477876106195	NA
pairID622	Cardinal2010Apidae.nwk	Cardinal2018Anthophila.nwk	G	G	GG	136	0.0827546505329778	122.53790539795	105	111.503363177978	113	2010	2018	Hymenoptera	superfamily	14	0	4	0	1	0.497109826589595	NA
pairID623	Cardinal2010Apidae.nwk	DebevecCardinal2012Aculeata.nwk	G	G	GG	27	0.166191266432952	20.7934615384615	21	19.7737199332852	19	2010	2012	Hymenoptera	superfamily	11	0	4	3	0.888888888888889	0.473829201101928	NA
pairID624	Cardinal2010Apidae.nwk	GonzalezGriswold2012Megachilidae.nwk	G	P	GP	21	0.412013173812212	10.9075280112045	28	16.9705627484771	12	2010	2012	Hymenoptera	family	7	200	3	7	0.714285714285714	0.792626728110599	NA
pairID626	Cardinal2010Apidae.nwk	Hines2008Bombus.nwk	G	G	GG	8	0	5	0	4.69041575982343	6	2010	2008	Hymenoptera	subfamily	12	0	3	2	0.75	0.441025641025641	NA
pairID627	Cardinal2010Apidae.nwk	SchaeferRenner2008Ctenoplectrini.nwk	G	G	GG	11	0.509627306388499	4.83055555555556	15	12.9228479833201	5	2010	2008	Hymenoptera	family	11	0	3	3	0.454545454545455	0.877551020408163	NA
pairID628	Cardinal2010Apidae.nwk	StrakaBogusch2007Apidae.nwk	G	P	GP	27	0.446158970140685	15.8157410571884	60	25.6709953059869	14	2010	2007	Hymenoptera	superfamily	7	78	4	7	0.296296296296296	0.839024390243902	NA
pairID629	Cardinal2018Anthophila.nwk	DebevecCardinal2012Aculeata.nwk	G	G	GG	74	0.103759086613173	63.5007631257631	51	74.027022093287	33	2018	2012	Hymenoptera	superfamily	11	0	4	3	0.918918918918919	0.686274509803922	NA
pairID630	Cardinal2018Anthophila.nwk	Dellicour2014Melitta.nwk	G	G	GG	7	0.224187178421862	3.33333333333333	2	1.4142135623731	6	2018	2014	Hymenoptera	family	14	0	3	0	0.857142857142857	0.92375366568915	NA
pairID631	Cardinal2018Anthophila.nwk	Gibbs2012Halictinae.nwk	G	G	GG	17	0.139409066207909	12.4333333333333	8	4.58257569495584	14	2018	2012	Hymenoptera	subfamily	11	0	3	3	0.941176470588235	0.654885654885655	NA
pairID636	Cardinal2018Anthophila.nwk	Litman2016Anthidiini.nwk	G	G	GG	21	0.356155339919065	12.1825396825397	28	12.5299640861417	13	2018	2016	Hymenoptera	tribe	12	0	2	2	0.904761904761905	0.77970297029703	NA
pairID637	Cardinal2018Anthophila.nwk	Michez2009Melittidae.nwk	G	C	CG	15	0.0536668213852755	11.3333333333333	2	1.4142135623731	14	2018	2009	Hymenoptera	superfamily	12	68	4	2	0.866666666666667	0.9	NA
pairID638	Cardinal2018Anthophila.nwk	Packer2008Xeromelissinae.nwk	G	P	GP	9	0.352939886051464	3.93333333333333	4	6	6	2018	2008	Hymenoptera	family	7	248	3	7	0.666666666666667	0.867768595041322	NA
pairID639	Cardinal2018Anthophila.nwk	Peters2017Hymenoptera.nwk	G	O	GO	26	0.0482588967717021	22.2222222222222	7	17.6918060129541	18	2018	2017	Hymenoptera	superfamily	3263	0	4	-3249	0.230769230769231	0.65625	NA
pairID640	Cardinal2018Anthophila.nwk	Pisanty2022Andrenidae.nwk	G	O	GO	11	0.224858627633327	6.65	8	4.35889894354067	9	2018	2022	Hymenoptera	family	1016	0	3	-1002	0.636363636363636	0.58659217877095	NA
pairID641	Cardinal2018Anthophila.nwk	Ramos2022Andreninae.nwk	G	G	GG	30	0.177952150365166	22.9079365079365	24	11.916375287813	24	2018	2022	Hymenoptera	superfamily	16	0	4	-2	1	0.828947368421053	NA
pairID643	Cardinal2018Anthophila.nwk	SannMeusemann2021Apoidea.nwk	G	O	GO	26	0.0482588967717021	22.2222222222222	7	17.6918060129541	18	2018	2021	Hymenoptera	superfamily	201	0	4	-187	0.230769230769231	0.692307692307692	NA
pairID644	Cardinal2018Anthophila.nwk	SannNiehuis2018Apoidea.nwk	G	O	GO	27	0.0811651565969848	22.7	11	18.4661853126194	17	2018	2018	Hymenoptera	superfamily	202	0	4	-188	0.222222222222222	0.7	NA
pairID645	Cardinal2018Anthophila.nwk	SchaeferRenner2008Ctenoplectrini.nwk	G	G	GG	10	0.48429231636335	4.46904761904762	13	9.38083151964686	5	2018	2008	Hymenoptera	family	11	0	3	3	0.5	0.929203539823009	NA
pairID646	CardosoCunha2025Calliphoridae.nwk	ChenShi2016Calliphoridae.nwk	G	M	GM	15	0.199266166415502	10.1388888888889	12	6.08276253029822	12	2025	2016	Diptera	family	17	0	3	-9	0.933333333333333	0.911764705882353	NA
pairID648	CardosoCunha2025Calliphoridae.nwk	Junqueira2016Schizophora.nwk	G	M	GM	12	0.0985361820500798	8.25	3	2	11	2025	2016	Diptera	superfamily	19	0	4	-11	1	0.63265306122449	NA
pairID649	CardosoCunha2025Calliphoridae.nwk	KuttyPape2010Calyptratae.nwk	G	G	GG	11	0.264499181510043	6.4	7	3.87298334620742	8	2025	2010	Diptera	family	13	0	3	-5	0.909090909090909	0.212328767123288	NA
pairID650	CardosoCunha2025Calliphoridae.nwk	Shang2022Oestroidea.nwk	G	M	GM	22	0.110238109737437	16.8166666666667	9	4.47213595499958	19	2025	2022	Diptera	family	19	0	3	-11	0.954545454545455	0.645833333333333	NA
pairID651	CardosoCunha2025Calliphoridae.nwk	SinghWells2011Chrysomyinae.nwk	G	G	GG	12	0.227839850077931	7.33333333333333	8	4.35889894354067	10	2025	2011	Diptera	subfamily	6	0	3	2	1	0.911764705882353	NA
pairID652	CardosoCunha2025Calliphoridae.nwk	Yan2021Calliphoridae.nwk	G	O	GO	7	0.23186719448805	3.5	2	2	6	2025	2021	Diptera	family	2225	0	3	-2217	0.857142857142857	0.652631578947368	NA
pairID653	CardosoCunha2025Calliphoridae.nwk	YusseffVanegas2016Cochliomyia.nwk	G	G	GG	7	0	4	0	3.16227766016838	5	2025	2016	Diptera	family	8	0	3	0	1	0.953846153846154	NA
pairID654	CastroDowton2007Endopterygota.nwk	Kaltenpoth2012Endopterygota.nwk	M	M	MM	17	0.133138870571272	12.9	9	10.4880884817015	12	2007	2012	Other	superorder	30	0	7	-4	0.705882352941177	0.2	NA
pairID655	CaterinoTishechkin2015Exosternini.nwk	LeivasBicho2015Omalodini.nwk	C	P	NA	7	0.630150437983092	2.3	7	6.85565460040104	3	2015	2015	Coleoptera	subfamily	3	390	3	3	0.571428571428571	0.951219512195122	NA
pairID656	CaterinoTishechkin2015Exosternini.nwk	ZhouCaterino2020Histeridae.nwk	C	C	NA	13	0.734924051705034	3.72222222222222	25	14.7648230602334	6	2015	2020	Coleoptera	family	7	328	3	-1	0.538461538461538	0.912280701754386	NA
pairID657	CenLi2025Archaeognatha.nwk	GuanShen2021Machilidae.nwk	M	M	MM	10	0.214406945712374	6	5	5.3851648071345	9	2025	2021	Other	order	26	0	6	0	0.8	0.764705882352941	NA
pairID658	CenLi2025Archaeognatha.nwk	MaHe2015Archaeognatha.nwk	M	M	MM	8	0.299429946358791	4.15	4	3.74165738677394	7	2025	2015	Other	NA	26	0	NA	0	0.875	0.333333333333333	NA
pairID659	CenLi2025Archaeognatha.nwk	ShenCai2020Archaeognatha.nwk	M	M	MM	9	0.259362335795229	5.13333333333333	5	5	8	2025	2020	Other	order	26	0	6	0	0.777777777777778	0.764705882352941	NA
pairID660	CerrettiOHara2014Tachinidae.nwk	PeiXu2024Tachinidae.nwk	P	M	NA	52	0.466922517845176	28.2160245310245	153	79.5172937165243	18	2014	2024	Diptera	family	13	135	3	-13	0.230769230769231	0.639575971731449	NA
pairID661	ChamorroHolzenthal2011Polycentropodidae.nwk	JohansonMalm2012Polycentropodidae.nwk	P	G	GP	13	0.6342643075975	4.38690476190476	21	16.7032930884901	6	2011	2012	Other	subfamily	3	86	3	-3	0.923076923076923	0.345132743362832	NA
pairID662	ChangHuang2016Acrididae.nwk	GaugelHawlitschek2023Orthoptera.nwk	M	M	MM	14	0	11	0	0	14	2016	2023	Polyneoptera	infraorder	28	0	5	-2	1	0.0564516129032258	NA
pairID663	ChangHuang2016Acrididae.nwk	LiuQiu2016Catantopidae.nwk	M	M	MM	9	0	6	0	0	9	2016	2016	Polyneoptera	family	28	0	3	-2	1	0.666666666666667	NA
pairID664	ChangHuang2016Acrididae.nwk	SongMarinoPerez2018Acrididae.nwk	M	M	MM	11	0	8	0	0	11	2016	2018	Polyneoptera	family	53	0	3	-27	1	0.103703703703704	NA
pairID665	ChangHuang2016Acrididae.nwk	ZhangLin2016Catantopidae.nwk	M	M	MM	9	0	6	0	4.89897948556636	6	2016	2016	Polyneoptera	family	28	0	3	-2	1	0.666666666666667	NA
pairID666	ChaniPosse2013Philonthina.nwk	LinardVogler2018.nwk	P	M	NA	8	0.343074842208707	2.25	3	3.46410161513775	3	2013	2018	Coleoptera	subfamily	16	110	3	-16	0.75	0.00730273141122913	NA
pairID667	ChaniPosse2013Philonthina.nwk	RamirezSalamanca2023Philonthina.nwk	P	G	GP	22	0.136661351985379	10.5	7	3.60555127546399	13	2013	2023	Coleoptera	subfamily	6	110	3	-6	0.545454545454545	0.418478260869565	NA
pairID668	Chatzimanolis2014Xanthopygina.nwk	RamirezSalamanca2023Philonthina.nwk	G	G	GG	17	0.356846768144153	9.9732905982906	24	15.2643375224737	11	2014	2023	Coleoptera	tribe	12	0	2	0	0.823529411764706	0.213235294117647	NA
pairID669	Chatzimanolis2014Xanthopygina.nwk	ZylaSolodovnikov2020Staphylininae.nwk	G	G	GG	10	0.249448774454372	6	6	5.29150262212918	8	2014	2020	Coleoptera	subfamily	12	0	3	0	0.8	0.371794871794872	NA
pairID670	Che2016Cryptocercus.nwk	Evangelista2018Blattodea.nwk	G	G	GG	7	0.801647994093788	1.8	9	5.74456264653803	4	2016	2018	Polyneoptera	genus	10	0	1	-2	1	0.0441767068273092	NA
pairID671	CheZhang2021Coccinellidae.nwk	EscalonaZwick2017Coccinellini.nwk	O	G	GO	18	0.296846619562123	11.7722222222222	25	18.0277563773199	10	2021	2017	Coleoptera	family	98	0	3	90	0.333333333333333	0.713333333333333	NA
pairID672	CheZhang2021Coccinellidae.nwk	LinardVogler2018.nwk	O	M	MO	35	0.464655928681915	20.4068441713603	83	39.1024295920343	18	2021	2018	Coleoptera	family	110	0	3	78	0.314285714285714	0.0101239473933201	NA
pairID673	CheZhang2021Coccinellidae.nwk	RobertsonSlipinski2015Cucujoidea.nwk	O	G	GO	38	0.477714005664409	23.4748453398453	124	58.2151183113115	18	2021	2015	Coleoptera	superfamily	102	0	4	86	0.473684210526316	0.285333333333333	NA
pairID674	CheZhang2021Coccinellidae.nwk	RobertsonWhiting2008Cucujoidea.nwk	O	G	GO	12	0.498641525893546	5.36666666666667	16	10.4880884817015	7	2021	2008	Coleoptera	superfamily	96	0	4	92	0.5	0.672955974842767	NA
pairID675	CheZhang2021Coccinellidae.nwk	TomaszewskaEscalona2021Coccinellini.nwk	O	G	GO	30	0.458093025338335	17.003277157625	66	30.0665927567458	13	2021	2021	Coleoptera	family	100	0	3	88	0.466666666666667	0.447698744769874	NA
pairID676	CheZhang2021Coccinellidae.nwk	TomaszewskaSzawaryn2023Coccinelloidea.nwk	O	G	GO	38	0.508981607631999	22.0128106567762	117	58.1807528311554	17	2021	2023	Coleoptera	superfamily	102	0	4	86	0.473684210526316	0.440329218106996	NA
pairID677	CheZhang2021Coccinellidae.nwk	ZhangChe2018Coleoptera.nwk	O	O	OO	7	0.551563448952365	2.41666666666667	6	3.87298334620742	5	2021	2018	Coleoptera	superfamily	189	0	4	-1	0.857142857142857	0.2590799031477	NA
pairID678	Chen2021Platygastroidea.nwk	MunroHeraty2011Chalcidoidea.nwk	C	G	CG	7	0.25255408270619	3.25	3	5.56776436283002	4	2021	2011	Hymenoptera	infraorder	6	119	5	2	0.857142857142857	0.173112338858195	NA
pairID679	Chen2021Platygastroidea.nwk	MurphyCarey2007Platygastroidea.nwk	C	G	CG	27	0.266938971127822	19.1631257631258	38	25.9615099714943	19	2021	2007	Hymenoptera	infraorder	7	119	5	1	0.740740740740741	0.691176470588235	NA
pairID680	Chen2021Platygastroidea.nwk	TaekulValerio2014Telenominae.nwk	C	G	CG	13	0.221028866345125	8.54761904761905	6	8.83176086632785	10	2021	2014	Hymenoptera	family	8	119	3	0	0.769230769230769	0.846846846846847	NA
pairID681	ChenDeng2018Scelimeninae.nwk	LiYing2021Tetrigoidea.nwk	G	M	GM	7	0.216781933149046	3.33333333333333	2	4.12310562561766	3	2018	2021	Polyneoptera	subfamily	16	0	3	-10	0.857142857142857	0.625	NA
pairID684	ChenLiu2023Siphonaptera.nwk	DuanLiu2025Siphonaptera.nwk	M	M	MM	10	0.198177957849583	6	4	3	9	2023	2025	Other	order	26	0	6	0	1	0.545454545454545	NA
pairID685	ChenLiu2023Siphonaptera.nwk	FuXun2024Siphonaptera.nwk	M	M	MM	10	0.280563803455689	5.5	6	4.24264068711928	8	2023	2024	Other	order	26	0	6	0	1	0.580645161290323	NA
pairID686	ChenLiu2023Siphonaptera.nwk	LinPu2024Siphonaptera.nwk	M	M	MM	10	0.286998350292257	5.41666666666667	6	3.3166247903554	8	2023	2024	Other	order	28	0	6	-2	1	0.5625	NA
pairID687	ChenLiu2023Siphonaptera.nwk	LinPu2025Pygiopsyllidae.nwk	M	M	MM	10	0.198177957849583	6	4	3	9	2023	2025	Other	order	26	0	6	0	1	0.529411764705882	NA
pairID688	ChenLiu2023Siphonaptera.nwk	LinPu2025Siphonaptera.nwk	M	M	MM	10	0.132860666379185	6.25	3	9.38083151964686	5	2023	2025	Other	order	26	0	6	0	1	0.5625	NA
pairID689	ChenLiu2023Siphonaptera.nwk	LiuChen2023Siphonaptera.nwk	M	M	MM	8	0.181293833661421	4.5	2	2	7	2023	2023	Other	order	26	0	6	0	1	0.857142857142857	NA
pairID691	ChenLiu2023Siphonaptera.nwk	PuLin2024Siphonaptera.nwk	M	M	MM	11	0.363314241838947	5.85714285714286	11	9.79795897113271	7	2023	2024	Other	superorder	28	0	7	-2	1	0.72	NA
pairID692	ChenLiu2023Siphonaptera.nwk	PuLinDong2024Amphipsyllinae.nwk	M	M	MM	10	0.132860666379185	6.25	3	2	9	2023	2024	Other	order	28	0	6	-2	1	0.580645161290323	NA
pairID693	ChenLiu2023Siphonaptera.nwk	VerhoevePlumer2020Siphonaptera.nwk	M	M	MM	6	0	3	0	0	6	2023	2020	Other	superorder	26	0	7	0	1	1	NA
pairID694	ChenLiu2023Siphonaptera.nwk	WeiJia2022Siphonaptera.nwk	M	M	MM	10	0	7	0	0	10	2023	2022	Other	superorder	26	0	7	0	1	1	NA
pairID695	ChenLiu2023Siphonaptera.nwk	ZhangFu2022Siphonaptera.nwk	M	M	MM	15	0	13	0	0	16	2023	2022	Other	superorder	26	0	7	0	1	0.327272727272727	NA
pairID696	ChenLu2017Oligotomidae.nwk	MillerHayashi2012Embioptera.nwk	M	C	NA	11	0	8	0	0	11	2017	2012	Polyneoptera	order	18	96	6	8	1	0.19672131147541	NA
pairID699	ChenShi2016Calliphoridae.nwk	Junqueira2016Schizophora.nwk	M	M	MM	10	0.16651959524328	6.33333333333333	4	3.16227766016838	8	2016	2016	Diptera	family	28	0	3	-2	0.9	0.338983050847458	NA
pairID700	ChenShi2016Calliphoridae.nwk	Shang2022Oestroidea.nwk	M	M	MM	17	0.0795508429924611	13.5	4	4.24264068711928	15	2016	2022	Diptera	superfamily	28	0	4	-2	0.941176470588235	0.338983050847458	NA
pairID701	ChenShi2016Calliphoridae.nwk	SinghWells2011Chrysomyinae.nwk	M	G	GM	6	0.343074842208707	2.25	3	4	3	2016	2011	Diptera	subfamily	15	0	3	11	1	0.625	NA
pairID702	ChenZhao2018Systellognatha.nwk	DingLi2019Plecoptera.nwk	M	M	MM	11	0.13955445405707	7.08333333333333	3	6.48074069840786	10	2018	2019	Polyneoptera	order	26	0	6	0	0.818181818181818	0.466666666666667	NA
pairID703	ChenZhao2018Systellognatha.nwk	LetschSimon2021Plecoptera.nwk	M	O	MO	14	0.111862936096962	10	4	9	13	2018	2021	Polyneoptera	superfamily	3010	0	4	-2984	0.571428571428571	0.0301075268817204	NA
pairID704	ChenZhao2018Systellognatha.nwk	WangCao2022Peltoperlidae.nwk	M	M	MM	14	0	11	0	0	14	2018	2022	Polyneoptera	superfamily	26	0	4	0	0.785714285714286	0.368421052631579	NA
pairID705	ChenZhao2018Systellognatha.nwk	WangCao2022Systellognatha.nwk	M	M	MM	14	0	11	0	0	14	2018	2022	Polyneoptera	superfamily	26	0	4	0	0.714285714285714	0.341463414634146	NA
pairID706	ChenZhao2018Systellognatha.nwk	WangYang2025Plecoptera.nwk	M	M	MM	13	0.128455566062888	9	4	8.30662386291807	12	2018	2025	Polyneoptera	order	28	0	6	-2	0.769230769230769	0.142857142857143	NA
pairID707	ChenZhou2013Formicinae.nwk	JandaFolkova2004Lasius.nwk	G	C	CG	8	0	5	0	0	8	2013	2004	Hymenoptera	tribe	6	81	2	0	0.75	0.564102564102564	NA
pairID708	ChenZhou2013Formicinae.nwk	LinSong2023Formicidae.nwk	G	M	GM	7	0.23186719448805	3.5	2	3	6	2013	2023	Hymenoptera	subfamily	16	0	3	-10	0.857142857142857	0.360655737704918	NA
pairID809	Cho2011Lepidoptera.nwk	Earl2021Papilionoidea.nwk	G	G	GG	8	0	5	0	0	8	2011	2021	Lepidoptera	suborder	39	0	5	13	0.75	0.0804749340369393	NA
pairID810	Cho2011Lepidoptera.nwk	HamiltonStLaurent2019Bombycoidea.nwk	G	O	GO	13	0.207407117024554	8.4	6	3.60555127546399	11	2011	2019	Lepidoptera	superfamily	597	0	4	-545	0.615384615384615	0.583732057416268	NA
pairID811	Cho2011Lepidoptera.nwk	Heikkila2015Ditrysia.nwk	G	C	CG	84	0.290524996798559	58.4378416779302	184	80.2433797892387	44	2011	2015	Lepidoptera	suborder	34	530	5	18	0.285714285714286	0.223853211009174	NA
pairID812	Cho2011Lepidoptera.nwk	Kawahara2009Sphingidae.nwk	G	G	GG	9	0.252225608520959	4.95	5	12.2882057274445	4	2011	2009	Lepidoptera	superfamily	31	0	4	21	0.777777777777778	0.47843137254902	NA
pairID813	Cho2011Lepidoptera.nwk	Kawahara2017Gracillariidae.nwk	G	G	GG	13	0.412379317462868	7.30833333333333	17	12.0415945787923	10	2011	2017	Lepidoptera	suborder	48	0	5	4	0.923076923076923	0.559633027522936	NA
pairID814	Cho2011Lepidoptera.nwk	Kawahara2019Lepidoptera.nwk	G	O	GO	50	0.218286834433342	38.369696969697	74	58.9151932866217	35	2011	2019	Lepidoptera	suborder	2124	0	5	-2072	0.48	0.434163701067616	NA
pairID815	Cho2011Lepidoptera.nwk	KawaharaStorer2023Papilionoidea.nwk	G	O	GO	16	0.0535602553628646	12.5	2	18.8679622641132	10	2011	2023	Lepidoptera	suborder	345	0	5	-293	0.625	0.0528825314260945	NA
pairID816	Cho2011Lepidoptera.nwk	Leger2020Crambidae.nwk	G	G	GG	12	0	9	0	0	12	2011	2020	Lepidoptera	superfamily	36	0	4	16	1	0.603960396039604	NA
pairID817	Cho2011Lepidoptera.nwk	MayerDietz2021Lepidoptera.nwk	G	O	GO	44	0.257480656936236	31.8182072829132	69	48.9285192909003	28	2011	2021	Lepidoptera	suborder	1861	0	5	-1809	0.431818181818182	0.471042471042471	NA
pairID818	Cho2011Lepidoptera.nwk	Regier2012Tortricidae.nwk	G	G	GG	13	0.212902604600973	8.16666666666667	6	12.0830459735946	10	2011	2012	Lepidoptera	suborder	31	0	5	21	0.615384615384615	0.739393939393939	NA
pairID819	Cho2011Lepidoptera.nwk	Regier2013Lepidoptera.nwk	G	G	GG	106	0.193335123834334	82.797231476095	163	110.367567699936	68	2011	2013	Lepidoptera	suborder	45	0	5	7	0.858490566037736	0.247464503042596	NA
pairID820	Cho2011Lepidoptera.nwk	RegierCook2008Bombycoidea.nwk	G	G	GG	23	0.143707621136275	17.4	15	16.8226038412607	18	2011	2008	Lepidoptera	suborder	31	0	5	21	0.826086956521739	0.787096774193548	NA
pairID821	Cho2011Lepidoptera.nwk	Sohn2013Yponomeutoidea.nwk	G	G	GG	13	0.452638797957132	6.72142857142857	15	14.7309198626562	9	2011	2013	Lepidoptera	suborder	45	0	5	7	0.692307692307692	0.542222222222222	NA
pairID822	Cho2011Lepidoptera.nwk	Zwick2011Bombycoidea.nwk	G	G	GG	20	0.186167897626265	14.043137254902	14	4.79583152331272	16	2011	2011	Lepidoptera	superfamily	51	0	4	1	0.9	0.802631578947368	NA
pairID823	ChoMitchell2008Heliothinae.nwk	Keegan2021Noctuidae.nwk	G	G	GG	13	0.178610366872011	8.65	6	4.35889894354067	11	2008	2021	Lepidoptera	family	11	0	3	-5	0.923076923076923	0.142857142857143	NA
